W,Size a,Size b,Type,instances,algorithm,alg mode,initial solution,Obj F,opt time [ms],initial sol [ms],iteration [ms],multipliers [ms],red costs [ms],base changes [ms],step 1 [ms],step 2 [ms],base changes,iterations,init sol improvement [%]
28,128,128,128,CauchyDensity,10061003,ts,4111,238865336670,72788,527,71815,6711,28050,37031,27150,9870,5136009,12636,11.6257
28,128,128,128,CauchyDensity,10061005,ts,4111,543221381833,48408,532,47426,4528,20304,22577,16768,5801,2684917,9444,4.6733
28,128,128,128,CauchyDensity,10061007,ts,4111,130660923826,42886,565,41874,3816,17341,20702,14108,6588,2877279,7830,24.8919
28,128,128,128,CauchyDensity,10061008,ts,4111,402566487866,58599,557,57595,5547,24689,27338,19394,7935,3479447,11330,7.9809
28,128,128,128,CauchyDensity,10061010,ts,4111,1295336428247,90555,526,89582,8981,38667,41900,29470,12415,5863489,18740,2.5462
28,128,128,128,CauchyDensity,10071001,ts,4111,3644588668747,116511,620,115391,11356,55722,48272,37182,11073,9892778,22070,0.7665
28,128,128,128,CauchyDensity,10071003,ts,4111,241883895060,98011,586,96937,9987,40278,46643,34260,12370,6144503,15915,12.8747
28,128,128,128,CauchyDensity,10071008,ts,4111,96679172018,42553,602,41450,3696,17668,20072,13791,6275,2733265,7300,34.7489
28,128,128,128,CauchyDensity,10071010,ts,4111,930075518993,68897,616,67779,6996,30187,30571,21330,9230,3794772,13428,3.7091
28,128,128,128,CauchyDensity,10081001,ts,4111,2834655483739,109016,532,108038,11163,53163,43672,33127,10529,9371361,21133,0.9011
28,128,128,128,CauchyDensity,10081003,ts,4111,545722250492,108214,536,107233,9961,43161,54075,40959,13100,7420526,19324,5.8287
28,128,128,128,CauchyDensity,10081010,ts,4111,743655192177,44984,532,44004,4303,19764,19920,13797,6116,2682191,9112,4.3733
28,128,128,128,CauchyDensity,10091001,ts,4111,4227189814593,102002,540,101019,10412,50755,39814,30241,9557,8274190,20566,0.5623
28,128,128,128,CauchyDensity,10091002,ts,4111,3002147922383,79502,645,78350,8883,37256,32181,23958,8209,4668132,17166,1.2084
28,128,128,128,CauchyDensity,10091003,ts,4111,534019709754,121589,558,120587,10886,47260,62404,46472,15916,9610946,20462,6.1369
28,128,128,128,CauchyDensity,10091005,ts,4111,409660642213,52506,546,51518,4866,21288,25347,18345,6995,3063851,9062,7.1882
28,128,128,128,CauchyDensity,10091006,ts,4111,126955964288,84573,633,83438,7235,32338,43839,32286,11541,5548188,13534,26.4454
28,128,128,128,CauchyDensity,10091007,ts,4111,145596471164,59870,538,58886,5117,22135,31616,22689,8919,4503929,10076,23.3066
28,128,128,128,CauchyDensity,10091008,ts,4111,309478266524,52150,547,51154,4896,21049,25191,18567,6616,2924709,9504,9.5021
28,128,128,128,CauchyDensity,10091010,ts,4111,1381354031189,30619,554,29618,2535,12227,14847,10092,4751,3022791,5119,2.3859
28,128,128,128,CauchyDensity,10101001,ts,4111,3124262173582,110943,566,109936,11810,54929,43155,31689,11449,9782964,22249,0.8002
28,128,128,128,CauchyDensity,10101003,ts,4111,1281374287445,110807,526,109839,10409,43841,55553,40029,15509,8791485,19314,2.358
28,128,128,128,ClassicImages,10021001,ts,4111,157845295987,102961,567,101895,12496,50028,39330,28039,11273,4517340,22218,28.5221
28,128,128,128,ClassicImages,10021003,ts,4111,89056972964,67089,566,66024,6252,27083,32666,25013,7642,3717727,11440,45.3104
28,128,128,128,ClassicImages,10021007,ts,4111,37184885785,52258,567,51190,4894,22118,24161,16624,7529,3458831,9030,126.071
28,128,128,128,ClassicImages,10021008,ts,4111,50854646209,55143,569,54074,5188,22535,26333,18852,7473,3557600,9293,85.3174
28,128,128,128,ClassicImages,10021010,ts,4111,99256086008,97449,567,96381,10168,43905,42272,30883,11374,4867432,18983,46.4486
28,128,128,128,ClassicImages,10031001,ts,4111,188906687813,69418,570,68345,7403,31475,29442,22018,7412,3362207,13657,21.9617
28,128,128,128,ClassicImages,10041001,ts,4111,101830740511,66164,623,65028,6672,29683,28649,20893,7746,3465912,12438,42.454
28,128,128,128,ClassicImages,10041002,ts,4111,35106560232,72654,618,71533,6847,31766,32894,23510,9373,3853832,13381,126.5064
28,128,128,128,ClassicImages,10041003,ts,4111,66494780538,35143,617,34026,3107,14252,16655,11708,4942,2506315,5600,54.6086
28,128,128,128,ClassicImages,10041005,ts,4111,46587143650,59593,636,58458,5680,25981,26775,19053,7714,3370322,10850,86.1415
28,128,128,128,ClassicImages,10041006,ts,4111,85655193319,70844,630,69710,6673,29914,33100,23153,9936,4246980,12411,52.9019
28,128,128,128,ClassicImages,10041007,ts,4111,89904984455,98244,663,97080,9804,43690,43550,31129,12406,5300492,18221,48.2713
28,128,128,128,ClassicImages,10041008,ts,4111,41536568813,57100,608,55988,5247,24993,25729,18268,7452,3454544,10137,91.2501
28,128,128,128,ClassicImages,10041009,ts,4111,282903383977,73035,659,71881,7531,31806,32518,23660,8846,3801927,13629,14.8233
28,128,128,128,ClassicImages,10041010,ts,4111,158152181612,122201,593,121108,12179,54103,54783,40747,14018,6385582,22700,28.4027
28,128,128,128,ClassicImages,10051001,ts,4111,131458313953,92984,569,91909,10325,43424,38124,27372,10735,4117067,19085,34.8504
28,128,128,128,ClassicImages,10051002,ts,4111,33102781582,33293,569,32224,3052,13408,15754,10366,5384,2598703,5327,124.9327
28,128,128,128,ClassicImages,10051003,ts,4111,77228616554,55113,564,54052,5468,24099,24465,17398,7060,3454171,10211,48.1717
28,128,128,128,ClassicImages,10051007,ts,4111,41162259853,54493,572,53420,5164,22807,25432,17999,7425,3479103,9252,109.4026
28,128,128,128,ClassicImages,10051008,ts,4111,74803209217,46121,562,45063,4314,18683,22052,15314,6731,3486524,7493,55.0448
28,128,128,128,ClassicImages,10051010,ts,4111,158406860066,83277,565,82212,8737,37866,35579,25621,9946,4414174,16306,27.8766
28,128,128,128,ClassicImages,10061001,ts,4111,291226837612,109967,565,108900,13132,52424,43299,31250,12030,4802014,23258,15.767
28,128,128,128,ClassicImages,10061002,ts,4111,41611605969,48643,565,47569,4290,18672,24593,16803,7784,3688074,7523,102.2934
28,128,128,128,ClassicImages,10061003,ts,4111,118072712957,62904,571,61833,6690,26093,29028,21870,7149,3274403,11059,30.7779
28,128,128,128,ClassicImages,10061005,ts,4111,69239430791,53032,572,51960,4962,21389,25592,17948,7635,3514913,8864,63.6069
28,128,128,128,ClassicImages,10061007,ts,4111,58718924256,50372,569,49301,4949,21788,22546,16144,6395,3146691,9004,68.269
28,128,128,128,ClassicImages,10061008,ts,4111,84846128876,54220,583,53139,5330,22834,24957,17227,7722,3350704,9524,51.1273
28,128,128,128,ClassicImages,10061010,ts,4111,114629312053,70833,569,69760,7331,31010,31394,22535,8848,3893731,13086,40.5882
28,128,128,128,ClassicImages,10071001,ts,4111,215510150348,109022,565,107956,11995,50224,45696,33162,12515,5441910,22192,22.2657
28,128,128,128,ClassicImages,10071003,ts,4111,130078420765,69083,568,68014,7023,29574,31394,22381,9002,4317399,12341,29.8712
28,128,128,128,ClassicImages,10071008,ts,4111,84029333630,63878,573,62801,6441,27614,28724,19987,8727,3886610,11464,48.4163
28,128,128,128,ClassicImages,10071010,ts,4111,123108732721,68310,599,67210,6605,29594,30987,21733,9244,4266521,12285,35.3366
28,128,128,128,ClassicImages,10081001,ts,4111,149596865512,97599,565,96534,10657,45330,40509,29846,10646,4554472,20230,31.2985
28,128,128,128,ClassicImages,10081003,ts,4111,88213501885,36315,565,35252,3317,14779,17144,11769,5369,2767341,5971,42.2549
28,128,128,128,ClassicImages,10081010,ts,4111,120664563601,93797,568,92730,9568,41794,41333,29842,11475,5005720,17727,39.9011
28,128,128,128,ClassicImages,10091001,ts,4111,427705465706,111037,566,109946,13127,53488,43286,31948,11317,4329271,24452,10.482
28,128,128,128,ClassicImages,10091002,ts,4111,207563491975,49244,578,48170,4583,20022,23550,16497,7046,3207311,8152,20.5905
28,128,128,128,ClassicImages,10091003,ts,4111,315244757111,64483,593,63389,6769,28381,28216,21149,7057,3205063,12398,11.9689
28,128,128,128,ClassicImages,10091005,ts,4111,177838533037,44118,591,43029,3803,16683,22530,16390,6135,3295526,6469,25.4092
28,128,128,128,ClassicImages,10091006,ts,4111,203445046784,42939,572,41867,3838,17230,20786,15173,5607,2725998,7025,20.871
28,128,128,128,ClassicImages,10091007,ts,4111,169905133770,58811,568,57747,5764,24603,27360,20129,7223,3217987,10254,23.1069
28,128,128,128,ClassicImages,10091008,ts,4111,360568225912,52079,578,50998,5190,22159,23631,17495,6129,2910249,9406,10.9189
28,128,128,128,ClassicImages,10091010,ts,4111,438374223205,83171,567,82078,8957,37550,35541,26410,9118,3950643,16429,9.7608
28,128,128,128,ClassicImages,10101001,ts,4111,334236719497,162552,574,161479,18323,77937,65155,48023,17106,7358163,34005,13.3773
28,128,128,128,ClassicImages,10101003,ts,4111,209081844476,96289,567,95225,9742,42095,43353,32518,10819,5175696,18050,20.2314
28,128,128,128,GRFmoderate,10021001,ts,4111,227261231593,82128,572,81028,8444,35474,37080,27103,9964,4421399,15310,19.8574
28,128,128,128,GRFmoderate,10021003,ts,4111,133534233141,112007,575,110930,10788,45693,54413,40261,14135,6464368,19492,36.1071
28,128,128,128,GRFmoderate,10021007,ts,4111,153186699005,102796,567,101729,10933,46140,44617,32079,12522,5682871,19946,31.762
28,128,128,128,GRFmoderate,10021008,ts,4111,203676644672,104584,570,103518,10787,44624,48068,36041,12013,5288316,19542,24.9132
28,128,128,128,GRFmoderate,10021010,ts,4111,42897611173,72042,565,70984,6924,31409,32626,23333,9282,4057280,13456,87.7586
28,128,128,128,GRFmoderate,10031001,ts,4111,236655201496,74555,563,73496,7556,31107,34807,23861,10936,5148941,13245,20.1331
28,128,128,128,GRFmoderate,10041001,ts,4111,124956086908,50698,578,49610,4820,22022,22750,15861,6881,3070487,9247,36.6493
28,128,128,128,GRFmoderate,10041002,ts,4111,132241842123,106729,585,105644,10441,45258,49909,38094,11798,5447775,19500,33.8052
28,128,128,128,GRFmoderate,10041003,ts,4111,81329135664,83762,590,82664,8183,36750,37700,26640,11047,4890407,15614,51.0242
28,128,128,128,GRFmoderate,10041005,ts,4111,123841259579,107850,600,106747,10090,43188,53434,40551,12869,6309185,18157,39.0312
28,128,128,128,GRFmoderate,10041006,ts,4111,112295052484,62315,730,61084,5719,25305,30040,21419,8612,3833237,10568,36.425
28,128,128,128,GRFmoderate,10041007,ts,4111,76475523440,52388,580,51296,4850,22260,24168,16549,7611,3488582,9174,50.3647
28,128,128,128,GRFmoderate,10041008,ts,4111,82404146495,66879,585,65790,6154,27334,32280,23106,9164,4147541,11412,49.5427
28,128,128,128,GRFmoderate,10041009,ts,4111,118028408041,72083,625,70963,7231,31929,31776,23235,8529,3595925,13998,31.028
28,128,128,128,GRFmoderate,10041010,ts,4111,73345187892,64872,589,63753,6198,27759,29772,21266,8497,4144482,11513,57.581
28,128,128,128,GRFmoderate,10051001,ts,4111,235389262367,98732,567,97663,10437,42640,44552,32512,12024,5224753,18520,19.8821
28,128,128,128,GRFmoderate,10051002,ts,4111,77025414324,53918,566,52852,5139,22492,25203,17845,7350,3564212,9561,47.727
28,128,128,128,GRFmoderate,10051003,ts,4111,89736023581,104492,568,103426,9817,42446,51130,36769,14347,7334333,17655,51.8733
28,128,128,128,GRFmoderate,10051007,ts,4111,158933623949,106492,568,105420,10908,45667,48806,35338,13451,5823606,20196,31.8617
28,128,128,128,GRFmoderate,10051008,ts,4111,118903167468,101383,572,100281,9874,42899,47473,35182,12276,5905778,18283,37.8733
28,128,128,128,GRFmoderate,10051010,ts,4111,93299134715,72541,568,71476,7189,31353,32909,23625,9273,4129670,13535,42.2155
28,128,128,128,GRFmoderate,10061001,ts,4111,254353547484,83027,565,81962,8399,34816,38719,26917,11791,5127543,14907,17.9628
28,128,128,128,GRFmoderate,10061002,ts,4111,351812506039,148034,569,146960,14857,60877,71175,54214,16937,7518219,26909,13.4201
28,128,128,128,GRFmoderate,10061003,ts,4111,124927137328,111643,570,110569,11684,49426,49416,35789,13610,5312431,22178,36.3711
28,128,128,128,GRFmoderate,10061005,ts,4111,218036410209,145481,569,144408,13607,56180,74574,57962,16592,8089987,24494,21.4878
28,128,128,128,GRFmoderate,10061007,ts,4111,207750082566,77453,568,76385,8116,34593,33646,23693,9940,3977758,15631,17.6303
28,128,128,128,GRFmoderate,10061008,ts,4111,91789725221,102861,570,101792,10562,45490,45701,32940,12746,5354265,19933,48.2939
28,128,128,128,GRFmoderate,10061010,ts,4111,250472830146,100089,565,99024,10333,42855,45800,33411,12374,5420737,18867,18.4016
28,128,128,128,GRFmoderate,10071001,ts,4111,23249291812,40957,564,39894,3665,16969,19247,12743,6498,3042909,6942,217.3887
28,128,128,128,GRFmoderate,10071003,ts,4111,158718039936,51726,567,50661,5169,21508,23966,16217,7741,3498884,9005,31.5787
28,128,128,128,GRFmoderate,10071008,ts,4111,81998782015,59253,572,58172,5953,26002,26195,18399,7786,3485041,11139,63.5607
28,128,128,128,GRFmoderate,10071010,ts,4111,83852929226,66105,590,65015,6516,29032,29444,20413,9021,4104589,12201,55.9944
28,128,128,128,GRFmoderate,10081001,ts,4111,122330305589,54670,566,53606,5735,24407,23444,16318,7117,3325740,10451,39.0842
28,128,128,128,GRFmoderate,10081003,ts,4111,105088551273,47904,562,46840,4615,19514,22696,15554,7135,3558617,8102,40.1844
28,128,128,128,GRFmoderate,10081010,ts,4111,150187302061,61923,568,60856,6156,26100,28579,20684,7886,3890506,10885,30.7399
28,128,128,128,GRFmoderate,10091001,ts,4111,173600759911,67506,565,66439,6959,29518,29936,20986,8939,4119861,13005,30.2934
28,128,128,128,GRFmoderate,10091002,ts,4111,297857194666,117654,595,116556,11933,51426,53154,40248,12887,5765046,22574,15.5034
28,128,128,128,GRFmoderate,10091003,ts,4111,138512117909,50587,564,49527,4995,22047,22466,15621,6837,3275872,9466,34.2252
28,128,128,128,GRFmoderate,10091005,ts,4111,170292583254,112910,705,111595,10910,46374,54271,41222,13032,6364435,19808,32.0936
28,128,128,128,GRFmoderate,10091006,ts,4111,78477549723,122018,568,120950,12745,55921,52236,38608,13607,5380424,24966,59.9914
28,128,128,128,GRFmoderate,10091007,ts,4111,147333830817,65405,571,64336,6779,29489,28045,19595,8439,3630681,12909,30.2143
28,128,128,128,GRFmoderate,10091008,ts,4111,42443827434,43696,583,42550,4118,19404,19012,13032,5973,2778128,8109,123.3347
28,128,128,128,GRFmoderate,10091010,ts,4111,240477075817,82541,566,81479,8238,35583,37630,27113,10504,4892178,15305,20.288
28,128,128,128,GRFmoderate,10101001,ts,4111,138331384168,62519,570,61449,6429,27105,27893,19983,7900,3782712,11464,27.6953
28,128,128,128,GRFmoderate,10101003,ts,4111,104788121592,70974,565,69907,6724,27756,35405,24310,11086,5385057,11535,43.9742
28,128,128,128,GRFrough,10021001,ts,4111,9143191263,45231,530,44251,4230,18242,21766,14760,7000,3481740,7540,478.2548
28,128,128,128,GRFrough,10021003,ts,4111,19149369113,31692,524,30721,2551,12367,15794,10662,5128,2777605,5165,240.1403
28,128,128,128,GRFrough,10021007,ts,4111,24676454665,39069,530,38091,3430,16004,18644,12752,5886,3054159,6886,200.7714
28,128,128,128,GRFrough,10021008,ts,4111,15339910076,40963,525,39987,4032,16608,19335,11881,7449,3092259,6072,314.9253
28,128,128,128,GRFrough,10021010,ts,4111,37909444440,36492,527,35517,3163,14455,17887,12513,5369,2887742,6211,115.0597
28,128,128,128,GRFrough,10031001,ts,4111,19042037158,43403,527,42429,3718,18429,20265,14006,6253,3050652,8149,259.0625
28,128,128,128,GRFrough,10041001,ts,4111,24289380331,39235,546,38242,3263,15841,19125,12995,6125,3184542,6592,173.4719
28,128,128,128,GRFrough,10041002,ts,4111,26469047718,34052,553,33051,2729,13486,16826,11789,5032,2873871,5619,158.2818
28,128,128,128,GRFrough,10041003,ts,4111,6917272159,27948,538,26960,2019,10016,14916,9700,5214,3062350,3767,710.0718
28,128,128,128,GRFrough,10041005,ts,4111,7649198073,34868,618,33802,2699,13494,17597,11586,6006,3389105,5466,642.1655
28,128,128,128,GRFrough,10041006,ts,4111,13037615230,32610,571,31582,2591,13044,15936,10664,5268,2664795,5422,364.6297
28,128,128,128,GRFrough,10041007,ts,4111,9037931887,32513,565,31502,2623,12372,16497,10667,5827,3085854,4979,486.261
28,128,128,128,GRFrough,10041008,ts,4111,26721532710,48723,577,47694,4957,20236,22487,14076,8405,3439276,7451,154.862
28,128,128,128,GRFrough,10041009,ts,4111,17672719542,46332,591,45294,3882,18738,22659,15585,7067,3653996,7920,273.4473
28,128,128,128,GRFrough,10041010,ts,4111,16504107030,51958,550,50961,4446,21329,25168,17175,7986,3957114,9194,298.6576
28,128,128,128,GRFrough,10051001,ts,4111,20856189512,37919,525,36947,3223,15921,17789,12205,5579,2873727,7006,210.6959
28,128,128,128,GRFrough,10051002,ts,4111,23234234853,28024,526,27050,2223,10994,13825,9364,4457,2475297,4567,182.9711
28,128,128,128,GRFrough,10051003,ts,4111,5645678092,28982,524,28010,2249,11168,14584,9662,4919,2813379,4628,696.7235
28,128,128,128,GRFrough,10051007,ts,4111,6980133028,37647,528,36670,3092,15189,18377,12239,6132,3162755,6673,567.0144
28,128,128,128,GRFrough,10051008,ts,4111,21861472957,42961,527,41985,4020,16645,21310,13028,8277,3036521,5994,215.5188
28,128,128,128,GRFrough,10051010,ts,4111,17833083329,48169,555,47166,4308,20781,22059,15319,6733,3114736,9281,234.9546
28,128,128,128,GRFrough,10061001,ts,4111,17609679733,42727,523,41754,3748,18093,19898,14320,5571,2720969,8226,243.9984
28,128,128,128,GRFrough,10061002,ts,4111,16943205258,26871,524,25901,2161,10448,13282,9059,4220,2313751,4478,230.7434
28,128,128,128,GRFrough,10061003,ts,4111,7753992989,34918,532,33935,2814,14177,16932,11357,5570,2730221,6147,541.3209
28,128,128,128,GRFrough,10061005,ts,4111,10677684055,34228,530,33249,2749,13666,16822,11505,5312,2712426,5869,407.5488
28,128,128,128,GRFrough,10061007,ts,4111,8428076633,26368,527,25392,2105,10759,12520,8361,4155,2162665,4599,521.2564
28,128,128,128,GRFrough,10061008,ts,4111,15964314078,26831,523,25862,2345,10137,13374,7940,5431,2562132,3436,274.847
28,128,128,128,GRFrough,10061010,ts,4111,17408256958,39220,524,38245,3413,16368,18450,12705,5740,2728516,7282,248.7467
28,128,128,128,GRFrough,10071001,ts,4111,23667407424,35278,527,34304,3040,14919,16332,11374,4953,2515612,6612,209.6949
28,128,128,128,GRFrough,10071003,ts,4111,5602119230,29885,526,28911,2298,11285,15319,10000,5315,2938679,4647,802.5336
28,128,128,128,GRFrough,10071008,ts,4111,14486663407,48503,531,47524,5032,19964,22516,14221,8289,2936231,7538,265.5217
28,128,128,128,GRFrough,10071010,ts,4111,21862023743,46555,526,45581,4415,19336,21814,15255,6551,3070591,8792,207.9575
28,128,128,128,GRFrough,10081001,ts,4111,17666935933,54984,527,54009,6185,24095,23712,15397,8308,2898307,9242,233.1697
28,128,128,128,GRFrough,10081003,ts,4111,18371575843,39125,525,38152,3667,15105,19371,11585,7782,3383510,5394,266.6789
28,128,128,128,GRFrough,10081010,ts,4111,38047825990,39505,529,38526,4054,16019,18442,11624,6814,2777806,5974,119.6827
28,128,128,128,GRFrough,10091001,ts,4111,14410263671,50250,533,49267,4374,21686,23188,16168,7012,3438472,9739,326.8356
28,128,128,128,GRFrough,10091002,ts,4111,10596394504,44147,536,43160,3634,17944,21568,14762,6800,3468538,7571,442.2499
28,128,128,128,GRFrough,10091003,ts,4111,11184562127,42009,537,41021,3606,16672,20729,13882,6842,3410708,6977,374.2054
28,128,128,128,GRFrough,10091005,ts,4111,13255312693,40106,540,39116,3350,16594,19158,12899,6253,3098327,7055,303.3346
28,128,128,128,GRFrough,10091006,ts,4111,9084316068,31764,540,30778,2757,12634,15376,10510,4862,2554169,5365,412.5424
28,128,128,128,GRFrough,10091007,ts,4111,14371659969,48235,527,47259,4241,20318,22684,15677,7000,3445014,8834,302.0196
28,128,128,128,GRFrough,10091008,ts,4111,15559958682,54470,526,53497,5391,22296,25796,15587,10204,3787035,8108,292.1533
28,128,128,128,GRFrough,10091010,ts,4111,17810573104,34160,525,33186,2887,14013,16274,11175,5094,2637677,6079,227.0206
28,128,128,128,GRFrough,10101001,ts,4111,34860644423,51528,530,50546,4515,21780,24233,16978,7248,3492837,9661,138.7605
28,128,128,128,GRFrough,10101003,ts,4111,16835201851,41646,529,40666,3605,17103,19943,13784,6153,2879089,7569,254.6345
28,128,128,128,GRFsmooth,10021001,ts,4111,1094571365051,113739,608,112620,12080,51535,48962,36091,12850,5706346,23502,4.0599
28,128,128,128,GRFsmooth,10021003,ts,4111,580734893046,105207,570,104136,10608,43296,50196,36166,14014,7364284,18689,8.3174
28,128,128,128,GRFsmooth,10021007,ts,4111,206404701957,105164,568,104085,10738,46034,47275,33325,13933,6643273,19843,25.3009
28,128,128,128,GRFsmooth,10021008,ts,4111,302316902278,100298,568,99228,9442,39232,50521,38125,12382,6496546,16561,15.4892
28,128,128,128,GRFsmooth,10021010,ts,4111,99309943026,105108,583,104014,10726,46292,46958,32550,14392,7041004,20079,62.967
28,128,128,128,GRFsmooth,10031001,ts,4111,1057558163913,109247,575,108165,11657,48153,48313,35995,12300,5357399,22039,3.5062
28,128,128,128,GRFsmooth,10041001,ts,4111,1716149552557,90827,551,89828,9203,40612,39978,29647,10315,5009364,18853,2.2841
28,128,128,128,GRFsmooth,10041002,ts,4111,356963072028,131096,581,130069,13250,58799,57969,40691,17257,9447249,26679,14.1967
28,128,128,128,GRFsmooth,10041003,ts,4111,1009348929770,59292,576,58268,6136,26587,25522,18508,7005,4000131,12298,4.264
28,128,128,128,GRFsmooth,10041005,ts,4111,706763273157,92442,579,91411,9934,42266,39174,28392,10764,5420844,20026,6.4671
28,128,128,128,GRFsmooth,10041006,ts,4111,791035425126,97774,581,96746,10935,47386,38383,27281,11084,5520169,22392,4.2207
28,128,128,128,GRFsmooth,10041007,ts,4111,190815149799,58389,556,57383,5702,25174,26485,18617,7858,4027616,11423,21.5537
28,128,128,128,GRFsmooth,10041008,ts,4111,582404938436,78188,561,77179,8323,36806,32018,22770,9233,4676014,17354,6.7622
28,128,128,128,GRFsmooth,10041009,ts,4111,755035890013,195217,571,194200,21301,91853,80967,59084,21850,11753875,42437,5.3871
28,128,128,128,GRFsmooth,10041010,ts,4111,375542891932,84962,554,83959,8798,38395,36732,26257,10461,5684735,17283,11.2193
28,128,128,128,GRFsmooth,10051001,ts,4111,722494776334,109462,569,108389,11319,47973,49055,36844,12195,5644502,21816,5.6306
28,128,128,128,GRFsmooth,10051002,ts,4111,370043098123,139272,567,138199,13988,58790,65373,46790,18562,9003177,25695,14.5067
28,128,128,128,GRFsmooth,10051003,ts,4111,148607103881,76816,570,75748,7922,33790,34008,24032,9963,4387146,14921,29.7036
28,128,128,128,GRFsmooth,10051007,ts,4111,308979525816,55601,568,54528,5163,22517,26830,19771,7051,3938040,9332,13.7753
28,128,128,128,GRFsmooth,10051008,ts,4111,207578480247,86740,570,85635,9034,38380,38188,26929,11244,5008344,16580,21.9745
28,128,128,128,GRFsmooth,10051010,ts,4111,344552024197,82991,565,81922,9245,36939,35707,25071,10623,5013991,15689,14.7521
28,128,128,128,GRFsmooth,10061001,ts,4111,2034679263933,68638,568,67565,7237,31505,28797,20980,7806,4020420,13944,1.6057
28,128,128,128,GRFsmooth,10061002,ts,4111,999251951278,136093,574,135018,14251,61507,59211,41444,17745,8970329,26899,4.2463
28,128,128,128,GRFsmooth,10061003,ts,4111,462110445798,84239,582,83141,8616,36754,37739,27098,10628,4807070,16100,7.6411
28,128,128,128,GRFsmooth,10061005,ts,4111,567412273293,54645,585,53558,5486,23879,24173,16861,7303,3357977,10254,6.2801
28,128,128,128,GRFsmooth,10061007,ts,4111,515698895811,71083,580,70004,7305,31763,30910,21760,9138,4494358,13702,6.5777
28,128,128,128,GRFsmooth,10061008,ts,4111,927563175144,91907,574,90830,9595,41799,39402,28096,11291,4788816,18655,3.4024
28,128,128,128,GRFsmooth,10061010,ts,4111,1069453468644,93481,580,92387,9766,42568,40018,28315,11688,5665833,18493,3.5467
28,128,128,128,GRFsmooth,10071001,ts,4111,1292783189238,81685,568,80612,8443,36021,36116,27624,8479,3793783,16623,3.1586
28,128,128,128,GRFsmooth,10071003,ts,4111,476713205219,70711,564,69647,7137,30480,32004,23148,8845,4225775,13527,10.02
28,128,128,128,GRFsmooth,10071008,ts,4111,346078250145,69278,571,68206,7130,30403,30647,22183,8453,3475426,13479,12.3643
28,128,128,128,GRFsmooth,10071010,ts,4111,270926887651,97022,564,95955,10538,45177,40202,28666,11521,4848050,20312,17.2444
28,128,128,128,GRFsmooth,10081001,ts,4111,498915474113,146617,566,145555,15239,64356,65906,51189,14692,6610262,28848,8.0696
28,128,128,128,GRFsmooth,10081003,ts,4111,434249100554,47114,570,46042,4965,20940,20119,14208,5904,2509104,9301,9.1098
28,128,128,128,GRFsmooth,10081010,ts,4111,242220338316,74197,569,73128,7854,33409,31835,23149,8674,4199329,14267,19.1543
28,128,128,128,GRFsmooth,10091001,ts,4111,947212789834,263088,583,261997,27826,117082,116992,88815,28135,13815340,52132,4.2445
28,128,128,128,GRFsmooth,10091002,ts,4111,373893603803,198192,548,197198,22070,94884,80162,59747,20379,11137687,44438,13.7407
28,128,128,128,GRFsmooth,10091003,ts,4111,641224567123,169710,550,168711,19361,80906,68372,48488,19852,10432174,37318,6.3482
28,128,128,128,GRFsmooth,10091005,ts,4111,452193929900,209539,552,208539,21597,94473,92390,68026,24329,14317084,42115,10.8902
28,128,128,128,GRFsmooth,10091006,ts,4111,1230032486793,171362,544,170371,18565,80076,71664,50305,21328,11886144,36035,2.8196
28,128,128,128,GRFsmooth,10091007,ts,4111,563084384354,183535,535,182554,19933,85071,77475,56981,20462,10993836,39431,7.9377
28,128,128,128,GRFsmooth,10091008,ts,4111,229647264307,167650,539,166661,17203,76335,73054,53409,19618,10805059,34874,17.4305
28,128,128,128,GRFsmooth,10091010,ts,4111,311364856005,222920,538,221935,24009,102434,95404,72689,22679,12607968,47168,13.4976
28,128,128,128,GRFsmooth,10101001,ts,4111,974406672497,171113,564,170048,17423,75059,77500,61872,15600,7286648,34447,4.3337
28,128,128,128,GRFsmooth,10101003,ts,4111,672431360072,64857,565,63793,6594,28489,28686,20533,8144,4119241,12217,7.1653
28,128,128,128,LogGRF,10021001,ts,4111,2751908617042,81106,528,80133,9304,41715,29078,21522,7541,4595601,19748,1.3503
28,128,128,128,LogGRF,10021003,ts,4111,5685874028202,94909,527,93934,10809,48442,34641,25958,8665,5936362,22484,0.6191
28,128,128,128,LogGRF,10021007,ts,4111,1913079464286,91182,528,90206,9320,42330,38521,29007,9497,6170082,19718,1.5485
28,128,128,128,LogGRF,10021008,ts,4111,1856967459262,188137,524,187166,20443,89144,77502,58361,19107,11345175,41088,1.8245
28,128,128,128,LogGRF,10021010,ts,4111,5883794089381,69042,528,68067,7974,36764,23296,17384,5898,4147873,17708,0.3754
28,128,128,128,LogGRF,10031001,ts,4111,987535119076,151883,525,150911,15593,68900,66361,47786,18549,11722269,30650,5.1044
28,128,128,128,LogGRF,10041001,ts,4111,2850696677494,90456,527,89481,9074,39674,40699,32766,7918,4965759,18607,1.0795
28,128,128,128,LogGRF,10041002,ts,4111,4796032265002,102568,558,101566,11269,51102,39150,30745,8387,5644932,24010,0.5082
28,128,128,128,LogGRF,10041003,ts,4111,2223595678124,77738,535,76755,7492,32260,36976,27832,9131,5490382,14481,1.3111
28,128,128,128,LogGRF,10041005,ts,4111,1552390962459,125582,584,124551,12097,53424,58985,45220,13745,8537553,23620,1.8357
