Size,Instance type,Instance,Algorithm,ObjF Value,Total time [ms],ObjF time [ms]
64,WhiteNoise,10051009,Rnetworkflow,418927239,3466,164
64,WhiteNoise,10051010,Rnetworkflow,335017723,3113,160
64,WhiteNoise,10061007,Rnetworkflow,361884761,3934,156
64,WhiteNoise,10061008,Rnetworkflow,349710159,5058,160
64,WhiteNoise,10061009,Rnetworkflow,359484777,6474,158
64,WhiteNoise,10071008,Rnetworkflow,378069848,4715,170
64,WhiteNoise,10091007,Rnetworkflow,451848482,3783,162
64,WhiteNoise,10091008,Rnetworkflow,337226548,3328,164
64,WhiteNoise,10101006,Rnetworkflow,375211029,3775,161
64,WhiteNoise,10101007,Rnetworkflow,352028108,3391,158
64,WhiteNoise,10101008,Rnetworkflow,353368450,4759,160
64,WhiteNoise,10101009,Rnetworkflow,428767514,3598,160
128,CauchyDensity,10021001,Rnetworkflow,777271120646,161665,2266
128,CauchyDensity,10021003,Rnetworkflow,2436908334629,183021,2301
128,CauchyDensity,10021007,Rnetworkflow,2186082481789,120308,2157
128,CauchyDensity,10021008,Rnetworkflow,1729203736741,159733,2155
128,CauchyDensity,10021010,Rnetworkflow,2621356774390,124981,2342
128,CauchyDensity,10031001,Rnetworkflow,4412375167301,277873,2284
128,CauchyDensity,10041001,Rnetworkflow,3067878353595,199943,2356
128,CauchyDensity,10041002,Rnetworkflow,1788629719137,152200,2294
128,CauchyDensity,10041003,Rnetworkflow,274209840576,194737,2118
128,CauchyDensity,10041005,Rnetworkflow,434983973867,187632,2233
128,CauchyDensity,10041006,Rnetworkflow,341861065654,159025,2427
128,CauchyDensity,10041007,Rnetworkflow,141437306220,190054,2355
128,CauchyDensity,10041008,Rnetworkflow,268810708132,185406,2166
128,CauchyDensity,10041009,Rnetworkflow,265548487190,320805,2469
128,CauchyDensity,10041010,Rnetworkflow,1187416858953,220747,2173
128,CauchyDensity,10051001,Rnetworkflow,2885528036630,201330,2278
128,CauchyDensity,10051002,Rnetworkflow,1719118049312,324791,2314
128,CauchyDensity,10051003,Rnetworkflow,747780542649,299778,2138
128,CauchyDensity,10051007,Rnetworkflow,258142399381,207654,2142
128,CauchyDensity,10051008,Rnetworkflow,130154142595,337225,2152
128,CauchyDensity,10051010,Rnetworkflow,1350577954178,346782,2113
128,CauchyDensity,10061001,Rnetworkflow,4900357948345,317203,2306
128,CauchyDensity,10061002,Rnetworkflow,3220884257339,339095,2158
128,CauchyDensity,10061003,Rnetworkflow,238865336670,280100,2136
128,CauchyDensity,10061005,Rnetworkflow,543221381833,301783,2235
128,CauchyDensity,10061007,Rnetworkflow,130660923826,266951,2180
128,CauchyDensity,10061008,Rnetworkflow,402566487866,126329,2135
128,CauchyDensity,10061010,Rnetworkflow,1295336428247,212473,2133
128,CauchyDensity,10071001,Rnetworkflow,3644588668747,238192,2281
128,CauchyDensity,10071003,Rnetworkflow,241883895060,235232,2180
128,CauchyDensity,10071008,Rnetworkflow,96679172018,233992,2173
128,CauchyDensity,10071010,Rnetworkflow,930075518993,156772,2164
128,CauchyDensity,10081001,Rnetworkflow,2834655483739,203772,2297
128,CauchyDensity,10081003,Rnetworkflow,545722250492,315866,2168
128,CauchyDensity,10081010,Rnetworkflow,743655192177,330410,2138
128,CauchyDensity,10091001,Rnetworkflow,4227189814593,226382,2295
128,CauchyDensity,10091002,Rnetworkflow,3002147922383,246545,2204
128,CauchyDensity,10091003,Rnetworkflow,534019709754,302985,2152
128,CauchyDensity,10091005,Rnetworkflow,409660642213,221004,2148
128,CauchyDensity,10091006,Rnetworkflow,126955964288,175780,2149
128,CauchyDensity,10091007,Rnetworkflow,145596471164,253343,2141
128,CauchyDensity,10091008,Rnetworkflow,309478266524,125551,2165
128,CauchyDensity,10091010,Rnetworkflow,1381354031189,314250,2141
128,CauchyDensity,10101001,Rnetworkflow,3124262173582,332145,2350
128,CauchyDensity,10101003,Rnetworkflow,1281374287445,160747,2144
128,ClassicImages,10021001,Rnetworkflow,157845295987,521305,2321
128,ClassicImages,10021003,Rnetworkflow,89056972964,288602,2303
128,ClassicImages,10021007,Rnetworkflow,37184885785,162393,2310
128,ClassicImages,10021008,Rnetworkflow,50854646209,465914,2581
128,ClassicImages,10021010,Rnetworkflow,99256086008,205124,2316
128,ClassicImages,10031001,Rnetworkflow,188906687813,337029,2385
128,ClassicImages,10041001,Rnetworkflow,101830740511,414130,2316
128,ClassicImages,10041002,Rnetworkflow,35106560232,229385,2349
128,ClassicImages,10041003,Rnetworkflow,66494780538,218088,2294
128,ClassicImages,10041005,Rnetworkflow,46587143650,173266,2343
128,ClassicImages,10041006,Rnetworkflow,85655193319,439383,2293
128,ClassicImages,10041007,Rnetworkflow,89904984455,215755,2311
128,ClassicImages,10041008,Rnetworkflow,41536568813,360426,2308
128,ClassicImages,10041009,Rnetworkflow,282903383977,291705,2329
128,ClassicImages,10041010,Rnetworkflow,158152181612,362897,2287
128,ClassicImages,10051001,Rnetworkflow,131458313953,707537,2506
128,ClassicImages,10051002,Rnetworkflow,33102781582,256834,2322
128,ClassicImages,10051003,Rnetworkflow,77228616554,475698,2381
128,ClassicImages,10051007,Rnetworkflow,41162259853,309655,2370
128,ClassicImages,10051008,Rnetworkflow,74803209217,416910,2374
128,ClassicImages,10051010,Rnetworkflow,158406860066,323564,2588
128,ClassicImages,10061001,Rnetworkflow,291226837612,504236,2314
128,ClassicImages,10061002,Rnetworkflow,41611605969,290592,2324
128,ClassicImages,10061003,Rnetworkflow,118072712957,283127,2341
128,ClassicImages,10061005,Rnetworkflow,69239430791,365990,2297
128,ClassicImages,10061007,Rnetworkflow,58718924256,216432,2297
128,ClassicImages,10061008,Rnetworkflow,84846128876,379731,2295
128,ClassicImages,10061010,Rnetworkflow,114629312053,446967,2305
128,ClassicImages,10071001,Rnetworkflow,215510150348,459352,2319
128,ClassicImages,10071003,Rnetworkflow,130078420765,327243,2339
128,ClassicImages,10071008,Rnetworkflow,84029333630,431172,2465
128,ClassicImages,10071010,Rnetworkflow,123108732721,364888,2402
128,ClassicImages,10081001,Rnetworkflow,149596865512,698038,2397
128,ClassicImages,10081003,Rnetworkflow,88213501885,234250,2426
128,ClassicImages,10081010,Rnetworkflow,120664563601,440892,2335
128,ClassicImages,10091001,Rnetworkflow,427705465706,256501,2347
128,ClassicImages,10091002,Rnetworkflow,207563491975,593808,2355
128,ClassicImages,10091003,Rnetworkflow,315244757111,368293,2335
128,ClassicImages,10091005,Rnetworkflow,177838533037,413057,2319
128,ClassicImages,10091006,Rnetworkflow,203445046784,507083,2317
128,ClassicImages,10091007,Rnetworkflow,169905133770,500889,2368
128,ClassicImages,10091008,Rnetworkflow,360568225912,509818,2312
128,ClassicImages,10091010,Rnetworkflow,438374223205,603279,2414
128,ClassicImages,10101001,Rnetworkflow,334236719497,805781,2327
128,ClassicImages,10101003,Rnetworkflow,209081844476,222145,2364
128,GRFmoderate,10021001,Rnetworkflow,227261231593,398465,2202
128,GRFmoderate,10021003,Rnetworkflow,133534233141,766875,2419
128,GRFmoderate,10021007,Rnetworkflow,153186699005,276548,2169
128,GRFmoderate,10021008,Rnetworkflow,203676644672,529983,3347
128,GRFmoderate,10021010,Rnetworkflow,42897611173,241011,2533
128,GRFmoderate,10031001,Rnetworkflow,236655201496,221794,2158
128,GRFmoderate,10041001,Rnetworkflow,124956086908,247916,2143
128,GRFmoderate,10041002,Rnetworkflow,132241842123,458579,2191
128,GRFmoderate,10041003,Rnetworkflow,81329135664,540185,2152
128,GRFmoderate,10041005,Rnetworkflow,123841259579,250881,2173
128,GRFmoderate,10041006,Rnetworkflow,112295052484,524544,2115
128,GRFmoderate,10041007,Rnetworkflow,76475523440,224424,2131
128,GRFmoderate,10041008,Rnetworkflow,82404146495,171784,2159
128,GRFmoderate,10041009,Rnetworkflow,118028408041,212672,2139
128,GRFmoderate,10041010,Rnetworkflow,73345187892,405751,2157
128,GRFmoderate,10051001,Rnetworkflow,235389262367,400091,2150
128,GRFmoderate,10051002,Rnetworkflow,77025414324,595638,2163
128,GRFmoderate,10051003,Rnetworkflow,89736023581,247834,2213
128,GRFmoderate,10051007,Rnetworkflow,158933623949,320741,2166
128,GRFmoderate,10051008,Rnetworkflow,118903167468,157868,2166
128,GRFmoderate,10051010,Rnetworkflow,93299134715,315312,2152
128,GRFmoderate,10061001,Rnetworkflow,254353547484,263224,2135
128,GRFmoderate,10061002,Rnetworkflow,351812506039,729647,2158
128,GRFmoderate,10061003,Rnetworkflow,124927137328,568516,2157
128,GRFmoderate,10061005,Rnetworkflow,218036410209,605653,2144
128,GRFmoderate,10061007,Rnetworkflow,207750082566,347532,2134
128,GRFmoderate,10061008,Rnetworkflow,91789725221,446268,2145
128,GRFmoderate,10061010,Rnetworkflow,250472830146,572517,2157
128,GRFmoderate,10071001,Rnetworkflow,23249291812,207324,2166
128,GRFmoderate,10071003,Rnetworkflow,158718039936,241758,2152
128,GRFmoderate,10071008,Rnetworkflow,81998782015,288840,2179
128,GRFmoderate,10071010,Rnetworkflow,83852929226,273475,2198
128,GRFmoderate,10081001,Rnetworkflow,122330305589,156200,2163
128,GRFmoderate,10081003,Rnetworkflow,105088551273,300915,2162
128,GRFmoderate,10081010,Rnetworkflow,150187302061,420199,2144
128,GRFmoderate,10091001,Rnetworkflow,173600759911,281199,2125
128,GRFmoderate,10091002,Rnetworkflow,297857194666,683323,2141
128,GRFmoderate,10091003,Rnetworkflow,138512117909,464851,2145
128,GRFmoderate,10091005,Rnetworkflow,170292583254,583042,2189
128,GRFmoderate,10091006,Rnetworkflow,78477549723,428781,2147
128,GRFmoderate,10091007,Rnetworkflow,147333830817,295803,2131
128,GRFmoderate,10091008,Rnetworkflow,42443827434,583481,2133
128,GRFmoderate,10091010,Rnetworkflow,240477075817,544868,2124
128,GRFmoderate,10101001,Rnetworkflow,138331384168,441258,2146
128,GRFmoderate,10101003,Rnetworkflow,104788121592,488790,2149
128,GRFrough,10021001,Rnetworkflow,9143191263,203739,2189
128,GRFrough,10021003,Rnetworkflow,19149369113,129221,2271
128,GRFrough,10021007,Rnetworkflow,24676454665,167374,2321
128,GRFrough,10021008,Rnetworkflow,15339910076,3716544,2090
128,GRFrough,10021010,Rnetworkflow,37909444440,263267,2151
128,GRFrough,10031001,Rnetworkflow,19042037158,316642,2179
128,GRFrough,10041001,Rnetworkflow,24289380331,407656,2208
128,GRFrough,10041002,Rnetworkflow,26469047718,399976,2179
128,GRFrough,10041003,Rnetworkflow,6917272159,273147,2238
128,GRFrough,10041005,Rnetworkflow,7649198073,295506,2442
128,GRFrough,10041006,Rnetworkflow,13037615230,283609,2323
128,GRFrough,10041007,Rnetworkflow,9037931887,270229,2180
128,GRFrough,10041008,Rnetworkflow,26721532710,3271328,2210
128,GRFrough,10041009,Rnetworkflow,17672719542,274198,2177
128,GRFrough,10041010,Rnetworkflow,16504107030,399468,2243
128,GRFrough,10051001,Rnetworkflow,20856189512,333079,2192
128,GRFrough,10051002,Rnetworkflow,23234234853,310518,2245
128,GRFrough,10051003,Rnetworkflow,5645678092,201387,2257
128,GRFrough,10051007,Rnetworkflow,6980133028,250267,2258
128,GRFrough,10051008,Rnetworkflow,21861472957,3806021,2305
128,GRFrough,10051010,Rnetworkflow,17833083329,197366,2244
128,GRFrough,10061001,Rnetworkflow,17609679733,363830,2172
128,GRFrough,10061002,Rnetworkflow,16943205258,321211,2191
128,GRFrough,10061003,Rnetworkflow,7753992989,149396,2165
128,GRFrough,10061005,Rnetworkflow,10677684055,239951,2294
128,GRFrough,10061007,Rnetworkflow,8428076633,149989,2284
128,GRFrough,10061008,Rnetworkflow,15964314078,3025462,2145
128,GRFrough,10061010,Rnetworkflow,17408256958,324116,2167
128,GRFrough,10071001,Rnetworkflow,23667407424,223737,2161
128,GRFrough,10071003,Rnetworkflow,5602119230,223068,2276
128,GRFrough,10071008,Rnetworkflow,14486663407,3710850,2239
128,GRFrough,10071010,Rnetworkflow,21862023743,294282,2177
128,GRFrough,10081001,Rnetworkflow,17666935933,206317,2208
128,GRFrough,10081003,Rnetworkflow,18371575843,204073,2162
128,GRFrough,10081010,Rnetworkflow,38047825990,206655,2157
128,GRFrough,10091001,Rnetworkflow,14410263671,415385,2161
128,GRFrough,10091002,Rnetworkflow,10596394504,370200,2355
128,GRFrough,10091003,Rnetworkflow,11184562127,208206,2276
128,GRFrough,10091005,Rnetworkflow,13255312693,167975,2296
128,GRFrough,10091006,Rnetworkflow,9084316068,214425,2225
128,GRFrough,10091007,Rnetworkflow,14371659969,231443,2301
128,GRFrough,10091008,Rnetworkflow,15559958682,3266596,2177
128,GRFrough,10091010,Rnetworkflow,17810573104,170561,2259
128,GRFrough,10101001,Rnetworkflow,34860644423,477023,2190
128,GRFrough,10101003,Rnetworkflow,16835201851,269028,2178
128,GRFsmooth,10021001,Rnetworkflow,1094571365051,329550,2134
128,GRFsmooth,10021003,Rnetworkflow,580734893046,345115,2159
128,GRFsmooth,10021007,Rnetworkflow,206404701957,368715,2126
128,GRFsmooth,10021008,Rnetworkflow,302316902278,291166,2135
128,GRFsmooth,10021010,Rnetworkflow,99309943026,282437,2148
128,GRFsmooth,10031001,Rnetworkflow,1057558163913,386832,2135
128,GRFsmooth,10041001,Rnetworkflow,1716149552557,261309,2198
128,GRFsmooth,10041002,Rnetworkflow,356963072028,325742,2165
128,GRFsmooth,10041003,Rnetworkflow,1009348929770,334721,2220
128,GRFsmooth,10041005,Rnetworkflow,706763273157,347304,2200
128,GRFsmooth,10041006,Rnetworkflow,791035425126,342578,2203
128,GRFsmooth,10041007,Rnetworkflow,190815149799,420257,2196
128,GRFsmooth,10041008,Rnetworkflow,582404938436,270905,2160
128,GRFsmooth,10041009,Rnetworkflow,755035890013,1185926,2201
128,GRFsmooth,10041010,Rnetworkflow,375542891932,231923,2182
128,GRFsmooth,10051001,Rnetworkflow,722494776334,485777,2145
128,GRFsmooth,10051002,Rnetworkflow,370043098123,587942,2153
128,GRFsmooth,10051003,Rnetworkflow,148607103881,326359,2148
128,GRFsmooth,10051007,Rnetworkflow,308979525816,257022,2161
128,GRFsmooth,10051008,Rnetworkflow,207578480247,343660,2252
128,GRFsmooth,10051010,Rnetworkflow,344552024197,532963,2227
128,GRFsmooth,10061001,Rnetworkflow,2034679263933,244698,2157
128,GRFsmooth,10061002,Rnetworkflow,999251951278,533927,2209
128,GRFsmooth,10061003,Rnetworkflow,462110445798,372898,2153
128,GRFsmooth,10061005,Rnetworkflow,567412273293,144793,2174
128,GRFsmooth,10061007,Rnetworkflow,515698895811,658726,2208
128,GRFsmooth,10061008,Rnetworkflow,927563175144,248260,2123
128,GRFsmooth,10061010,Rnetworkflow,1069453468644,465523,2179
128,GRFsmooth,10071001,Rnetworkflow,1292783189238,363097,2153
128,GRFsmooth,10071003,Rnetworkflow,476713205219,354118,2146
128,GRFsmooth,10071008,Rnetworkflow,346078250145,253896,2141
128,GRFsmooth,10071010,Rnetworkflow,270926887651,176193,2319
128,GRFsmooth,10081001,Rnetworkflow,498915474113,447919,2179
128,GRFsmooth,10081003,Rnetworkflow,434249100554,468019,2122
128,GRFsmooth,10081010,Rnetworkflow,242220338316,341973,2155
128,GRFsmooth,10091001,Rnetworkflow,947212789834,604523,2142
128,GRFsmooth,10091002,Rnetworkflow,373893603803,668693,2139
128,GRFsmooth,10091003,Rnetworkflow,641224567123,373084,2139
128,GRFsmooth,10091005,Rnetworkflow,452193929900,478560,2140
128,GRFsmooth,10091006,Rnetworkflow,1230032486793,300807,2156
128,GRFsmooth,10091007,Rnetworkflow,563084384354,498823,2139
128,GRFsmooth,10091008,Rnetworkflow,229647264307,310468,2128
128,GRFsmooth,10091010,Rnetworkflow,311364856005,511230,2261
128,GRFsmooth,10101001,Rnetworkflow,974406672497,379181,2175
128,GRFsmooth,10101003,Rnetworkflow,672431360072,292426,2140
128,LogGRF,10021001,Rnetworkflow,2751908617042,749831,2146
128,LogGRF,10021003,Rnetworkflow,5685874028202,531838,2189
128,LogGRF,10021007,Rnetworkflow,1913079464286,340572,2262
128,LogGRF,10021008,Rnetworkflow,1856967459262,614230,2156
128,LogGRF,10021010,Rnetworkflow,5883794089381,766204,2139
128,LogGRF,10031001,Rnetworkflow,987535119076,540588,2188
128,LogGRF,10041001,Rnetworkflow,2850696677494,347298,2327
128,LogGRF,10041002,Rnetworkflow,4796032265002,485514,2260
128,LogGRF,10041003,Rnetworkflow,2223595678124,447719,2134
128,LogGRF,10041005,Rnetworkflow,1552390962459,351338,2211
128,LogGRF,10041006,Rnetworkflow,3005925603314,296764,2144
128,LogGRF,10041007,Rnetworkflow,1102669644406,446165,2154
128,LogGRF,10041008,Rnetworkflow,2370604195824,232207,2160
128,LogGRF,10041009,Rnetworkflow,3840998179204,282438,2165
128,LogGRF,10041010,Rnetworkflow,8205136957673,388808,2272
128,LogGRF,10051001,Rnetworkflow,1175720628903,270792,2164
128,LogGRF,10051002,Rnetworkflow,5385919602205,496721,2172
128,LogGRF,10051003,Rnetworkflow,462943895443,452362,2260
128,LogGRF,10051007,Rnetworkflow,1774001632305,447247,2206
128,LogGRF,10051008,Rnetworkflow,1447370410449,449825,2209
128,LogGRF,10051010,Rnetworkflow,4768401120414,662283,2256
128,LogGRF,10061001,Rnetworkflow,478632133878,559139,2305
128,LogGRF,10061002,Rnetworkflow,3628132347230,514457,2201
128,LogGRF,10061003,Rnetworkflow,745192657576,419009,2165
128,LogGRF,10061005,Rnetworkflow,1164288816513,214734,2182
128,LogGRF,10061007,Rnetworkflow,2203595227702,306356,2182
128,LogGRF,10061008,Rnetworkflow,1192888862676,291924,2262
128,LogGRF,10061010,Rnetworkflow,1689821130579,439841,2186
128,LogGRF,10071001,Rnetworkflow,1617025797166,560051,2166
128,LogGRF,10071003,Rnetworkflow,2612049691988,456223,2152
128,LogGRF,10071008,Rnetworkflow,780001179008,438471,2375
128,LogGRF,10071010,Rnetworkflow,6072752152283,677710,2248
128,LogGRF,10081001,Rnetworkflow,450889415988,598127,2164
128,LogGRF,10081003,Rnetworkflow,1894143100488,557856,2179
128,LogGRF,10081010,Rnetworkflow,4182374670341,779646,2248
128,LogGRF,10091001,Rnetworkflow,1031072969272,904243,2181
128,LogGRF,10091002,Rnetworkflow,829202400714,1100841,2163
128,LogGRF,10091003,Rnetworkflow,3079408876288,729758,2154
128,LogGRF,10091005,Rnetworkflow,3013152434899,731609,2175
128,LogGRF,10091006,Rnetworkflow,1600056716678,495082,2398
128,LogGRF,10091007,Rnetworkflow,1245356581372,184577,2205
128,LogGRF,10091008,Rnetworkflow,662454238482,978705,2167
128,LogGRF,10091010,Rnetworkflow,3177687170687,701898,2171
128,LogGRF,10101001,Rnetworkflow,2776809343133,813063,2215
128,LogGRF,10101003,Rnetworkflow,3392128493789,686414,2175
128,LogitGRF,10021001,Rnetworkflow,646692784149,187283,2151
128,LogitGRF,10021003,Rnetworkflow,377916299579,444247,2154
128,LogitGRF,10021007,Rnetworkflow,498595050530,326985,2174
128,LogitGRF,10021008,Rnetworkflow,455445077846,693656,2207
128,LogitGRF,10021010,Rnetworkflow,408594548595,465103,2129
128,LogitGRF,10031001,Rnetworkflow,166651278222,428327,2191
128,LogitGRF,10041001,Rnetworkflow,343140513862,342633,2204
128,LogitGRF,10041002,Rnetworkflow,316950256157,331040,2122
128,LogitGRF,10041003,Rnetworkflow,202630576614,513038,2166
128,LogitGRF,10041005,Rnetworkflow,256899337969,550114,2150
128,LogitGRF,10041006,Rnetworkflow,285728497815,320966,2118
128,LogitGRF,10041007,Rnetworkflow,304812520837,300051,2151
128,LogitGRF,10041008,Rnetworkflow,381740237387,638643,2132
128,LogitGRF,10041009,Rnetworkflow,427741174735,263593,2170
128,LogitGRF,10041010,Rnetworkflow,318636737524,418042,2144
128,LogitGRF,10051001,Rnetworkflow,167128280223,320433,2136
128,LogitGRF,10051002,Rnetworkflow,455874099848,528977,2153
128,LogitGRF,10051003,Rnetworkflow,193428804081,497669,2121
128,LogitGRF,10051007,Rnetworkflow,550133035678,481903,2122
128,LogitGRF,10051008,Rnetworkflow,930708278090,750292,2143
128,LogitGRF,10051010,Rnetworkflow,494207401725,576413,2153
128,LogitGRF,10061001,Rnetworkflow,237850771633,319149,2124
128,LogitGRF,10061002,Rnetworkflow,445889962466,531704,2149
128,LogitGRF,10061003,Rnetworkflow,160070673577,398603,2156
128,LogitGRF,10061005,Rnetworkflow,236462873314,395140,2237
128,LogitGRF,10061007,Rnetworkflow,377682144672,590783,2128
128,LogitGRF,10061008,Rnetworkflow,707318940580,705558,2122
128,LogitGRF,10061010,Rnetworkflow,252932783483,853286,2133
128,LogitGRF,10071001,Rnetworkflow,458636581613,494539,2140
128,LogitGRF,10071003,Rnetworkflow,236505390215,476372,2141
128,LogitGRF,10071008,Rnetworkflow,305916851758,442326,2291
128,LogitGRF,10071010,Rnetworkflow,157249187831,333256,2139
128,LogitGRF,10081001,Rnetworkflow,930486421847,443995,2147
128,LogitGRF,10081003,Rnetworkflow,543477720803,530752,2280
128,LogitGRF,10081010,Rnetworkflow,293994056357,526953,2128
128,LogitGRF,10091001,Rnetworkflow,467608427609,539246,2213
128,LogitGRF,10091002,Rnetworkflow,898616147102,249607,2139
128,LogitGRF,10091003,Rnetworkflow,361494892775,708853,2153
128,LogitGRF,10091005,Rnetworkflow,598846612704,939266,2126
128,LogitGRF,10091006,Rnetworkflow,381430749834,579204,2134
128,LogitGRF,10091007,Rnetworkflow,366207426836,778835,2171
128,LogitGRF,10091008,Rnetworkflow,562956797830,794673,2126
128,LogitGRF,10091010,Rnetworkflow,303211858315,1147793,2130
128,LogitGRF,10101001,Rnetworkflow,501999468484,525361,2179
128,LogitGRF,10101003,Rnetworkflow,220215517724,644726,2231
128,MicroscopyImages,10021001,Rnetworkflow,83773435957,15412,329
128,MicroscopyImages,10021003,Rnetworkflow,410914503012,23595,458
128,MicroscopyImages,10021007,Rnetworkflow,1551430988866,17851,392
128,MicroscopyImages,10021008,Rnetworkflow,1312958507313,35946,473
128,MicroscopyImages,10021010,Rnetworkflow,503067543801,29793,434
128,MicroscopyImages,10031001,Rnetworkflow,378463738169,10654,254
128,MicroscopyImages,10041001,Rnetworkflow,281250936243,20786,364
128,MicroscopyImages,10041002,Rnetworkflow,306025227824,47179,690
128,MicroscopyImages,10041003,Rnetworkflow,38315833128,22957,498
128,MicroscopyImages,10041005,Rnetworkflow,1090217051973,25540,451
128,MicroscopyImages,10041006,Rnetworkflow,793799305521,49882,703
128,MicroscopyImages,10041007,Rnetworkflow,1450098462466,22310,360
128,MicroscopyImages,10041008,Rnetworkflow,1270446903989,42752,463
128,MicroscopyImages,10041009,Rnetworkflow,1260762055258,15700,385
128,MicroscopyImages,10041010,Rnetworkflow,899902977473,38341,489
128,MicroscopyImages,10051001,Rnetworkflow,1120162886700,9031,228
128,MicroscopyImages,10051002,Rnetworkflow,1144312909977,22000,402
128,MicroscopyImages,10051003,Rnetworkflow,1262750197649,12389,261
128,MicroscopyImages,10051007,Rnetworkflow,1534066655511,8285,267
128,MicroscopyImages,10051008,Rnetworkflow,1450485404758,17695,386
128,MicroscopyImages,10051010,Rnetworkflow,1541378769962,17863,362
128,MicroscopyImages,10061001,Rnetworkflow,796771338714,19080,345
128,MicroscopyImages,10061002,Rnetworkflow,793131673653,44880,470
128,MicroscopyImages,10061003,Rnetworkflow,970881727787,24871,462
128,MicroscopyImages,10061005,Rnetworkflow,77823368296,18599,354
128,MicroscopyImages,10061007,Rnetworkflow,1201856875277,18216,411
128,MicroscopyImages,10061008,Rnetworkflow,1103811079698,33518,459
128,MicroscopyImages,10061010,Rnetworkflow,1186573733684,33839,440
128,MicroscopyImages,10071001,Rnetworkflow,1636341974029,8105,256
128,MicroscopyImages,10071003,Rnetworkflow,1567077181260,10652,247
128,MicroscopyImages,10071008,Rnetworkflow,49251612631,13195,362
128,MicroscopyImages,10071010,Rnetworkflow,1757475306099,15611,341
128,MicroscopyImages,10081001,Rnetworkflow,1415673746620,16477,365
128,MicroscopyImages,10081003,Rnetworkflow,1386764985483,20876,410
128,MicroscopyImages,10081010,Rnetworkflow,1482109563330,29818,376
128,MicroscopyImages,10091001,Rnetworkflow,1315762937853,5749,207
128,MicroscopyImages,10091002,Rnetworkflow,928264085734,12476,292
128,MicroscopyImages,10091003,Rnetworkflow,1296841636076,7868,258
128,MicroscopyImages,10091005,Rnetworkflow,2407968601845,6451,200
128,MicroscopyImages,10091006,Rnetworkflow,1993411461761,13993,301
128,MicroscopyImages,10091007,Rnetworkflow,2331489934468,5586,199
128,MicroscopyImages,10091008,Rnetworkflow,2000551814119,11897,267
128,MicroscopyImages,10091010,Rnetworkflow,209203922589,8976,255
128,MicroscopyImages,10101001,Rnetworkflow,814721030364,14232,348
128,MicroscopyImages,10101003,Rnetworkflow,1007114719411,20270,326
128,Shapes,10021001,Rnetworkflow,629800960000,28341,547
128,Shapes,10021003,Rnetworkflow,645056672000,13344,337
128,Shapes,10021007,Rnetworkflow,623917189419,21639,388
128,Shapes,10021008,Rnetworkflow,158669016146,8528,271
128,Shapes,10021010,Rnetworkflow,829222275228,17281,365
128,Shapes,10031001,Rnetworkflow,25018800000,129106,481
128,Shapes,10041001,Rnetworkflow,350031298578,48317,562
128,Shapes,10041002,Rnetworkflow,78688844154,15027,365
128,Shapes,10041003,Rnetworkflow,366232268076,21041,339
128,Shapes,10041005,Rnetworkflow,474593430052,21494,345
128,Shapes,10041006,Rnetworkflow,910633592124,28225,341
128,Shapes,10041007,Rnetworkflow,485057967701,32169,500
128,Shapes,10041008,Rnetworkflow,80461018254,11723,344
128,Shapes,10041009,Rnetworkflow,496981115814,22360,342
128,Shapes,10041010,Rnetworkflow,523834103036,23868,444
128,Shapes,10051001,Rnetworkflow,247290313686,40344,647
128,Shapes,10051002,Rnetworkflow,819433074692,14522,344
128,Shapes,10051003,Rnetworkflow,264988573724,18600,391
128,Shapes,10051007,Rnetworkflow,825153002341,24700,441
128,Shapes,10051008,Rnetworkflow,382785539164,11320,262
128,Shapes,10051010,Rnetworkflow,300253654116,19250,409
128,Shapes,10061001,Rnetworkflow,1241048000000,137261,508
128,Shapes,10061002,Rnetworkflow,985665344000,16658,343
128,Shapes,10061003,Rnetworkflow,1256590800000,17901,229
128,Shapes,10061005,Rnetworkflow,1394651078262,22602,403
128,Shapes,10061007,Rnetworkflow,2671398261727,34069,434
128,Shapes,10061008,Rnetworkflow,994635807750,15572,262
128,Shapes,10061010,Rnetworkflow,1417223021078,22953,396
128,Shapes,10071001,Rnetworkflow,683084977715,63189,1065
128,Shapes,10071003,Rnetworkflow,700042111545,26459,439
128,Shapes,10071008,Rnetworkflow,557623961887,17517,366
128,Shapes,10071010,Rnetworkflow,837941706349,29267,473
128,Shapes,10081001,Rnetworkflow,422030832032,29290,434
128,Shapes,10081003,Rnetworkflow,435547933768,12360,266
128,Shapes,10081010,Rnetworkflow,593319666410,13465,282
128,Shapes,10091001,Rnetworkflow,186952800000,100909,491
128,Shapes,10091002,Rnetworkflow,746230112000,13759,341
128,Shapes,10091003,Rnetworkflow,202881600000,17501,228
128,Shapes,10091005,Rnetworkflow,439171951500,18106,393
128,Shapes,10091006,Rnetworkflow,1373592400000,19564,228
128,Shapes,10091007,Rnetworkflow,839764152669,27468,423
128,Shapes,10091008,Rnetworkflow,563044189044,11269,262
128,Shapes,10091010,Rnetworkflow,211333776054,17025,397
128,Shapes,10101001,Rnetworkflow,66072776558,41751,556
128,Shapes,10101003,Rnetworkflow,85171131206,18012,341
128,WhiteNoise,10021001,Rnetworkflow,1439261920,217053,2167
128,WhiteNoise,10021003,Rnetworkflow,1636843102,182553,2246
128,WhiteNoise,10021007,Rnetworkflow,1840980374,258299,2156
128,WhiteNoise,10021008,Rnetworkflow,2162586380,216579,2164
